token_type,address,Years since foundation,Simple agreement for future tokens (SAFT),portfolio_converted_into_fiat,Crowdsale max. discount (%),US_qualified_only,token_standard,issued_on_other_platf,Use of proceeds mentioned,Investors from other (non-US) jurisdictions excluded,Is a security,Smart contract code available,ico_end_date_actual,price_crowdsale,Decentralised platform,Total amount raised (USDm),Issuer has customers for product,Experienced team,Team tokens locked up,"Length of crowdsale (calendar days, actual)",hard_cap_unit,Fundraiser has maximum ('hard cap'),ico_start_date,vc_support_blockchain_specialist,Legal advisor disclosed,Registered in offshore financial center,Funding milestones,Celebrity endorsement,Investors have governance rights,Qualified investors only,additional_token_emissions,Legal entity is foundation,"Length of crowdsale (calendar days, planned)",soft_cap_unit,switzerland,Unsold tokens kept by issuer,Is currency or general purpose blockchain,name_other,industry.1,Is a utility token,Has a presale,Crowdsale is auction,Financial advisor disclosed,Has VC backing,Postal address known,advisor_quality,registration_country,BTC_ret_ico_period,US retail investors excluded,legal_structure,Business model available,High quality advisory team,is_ethereum,air_drop_after_ICO ,Product can be tried out,Whitepaper page count,Independent custodian for ICO funds,ethereum_contract_address,cap_unit,token_is_cryptocurrency,Legal entity is corporation,Development road map available,vc_support_general,Team member with business background,has_generalist_vc,cap_includes_presale,token_is_new_blockchain,Legal entity is LLC,presale_transparent,total_number_of_tokens,Team business background missing,Product or prototype developed,Token share team (ex ante),ico_end_date_planned,soft_cap,Is cryptographic token,ico_successful,has_specialist_vc,Token share producers/miners (ex ante),Use of proceeds disclosed in detail,Legal form and jurisdiction known,Team experience missing,Project code available,industry,KYC/AML procedure,Fundraiser has minimum ('soft cap'),Unsold tokens 'burnt' or proportional allocation,Token supply is fixed,Unknown or low quality advisors
Utility-token,unknown,1,0,0,13.793103218078613,0,ERC-20,1,1,0,0,1.0,2017-07-25,0.018387136980891228,1,1.8049917221069336,0,0,1,28,ETH,1,2017-06-28,No,0,0,0,0,0,0,0,0,28.0,ETH,0,0,0,SunContract,Energy & Utilities,1,0,0,0,0,0,unknown,Slovenia,0.0006561488844454288,1,unknown,1,0,1,0,0,24.0,0,0xf4134146af2d511dd5ea8cdb1c4ac88c57d60404,ETH,0,0,0,No,0,0,1,0,0,1,122707503.0,1,0,0.2,2017-07-25,1033550.0,1,1.0,0,0.0,0,0,1,0,Energy & Utilities,1,1,1,1,1
Security,"SURcoin, Pte. Ltd., 11 Collyer Quay, #14-02, The Arcade, Singapore 049317",0,0,0,41.17647171020508,0,ERC-20,1,1,1,1,1.0,2017-08-11,24.527116775512695,0,3.488795280456543,1,0,0,34,USD,1,2017-07-09,No,0,0,0,0,0,0,0,0,34.0,USD,0,0,0,Suretly,Finance,0,1,0,0,1,1,unknown,Singapore,0.37125736474990845,1,joint-stock corporation,1,0,1,0,0,19.0,0,0xe120c1ecbfdfea7f0a8f0ee30063491e8c26fedf,USD,0,1,0,Starta Accelerator,1,1,0,0,0,1,237614.0,0,1,0.0,2017-08-11,2246071.8125,1,1.0,0,0.0,1,1,0,0,Finance,0,1,1,1,1
Security,"TAASFUND PTE. LTD. , 8 BURN ROAD #15-13 TRIVEX SINGAPORE 369977",0,0,0,20.0,0,ERC-20,1,1,0,1,0.0,2017-04-27,0.9835733771324158,0,7.197032928466797,0,1,0,32,USD,1,2017-03-27,No,0,0,0,0,0,0,0,0,32.0,USD,0,0,0,TaaS,Trading & Exchanges,0,0,0,0,0,1,neutral,Singapore,0.2311571091413498,0,joint-stock corporation,1,0,1,0,0,17.0,0,0xe7775a6e9bcf904eb39da2b68c5efb4f9360e08c,USD,0,1,1,No,1,0,1,0,0,1,7317230.3,0,0,0.0,2017-04-27,0.0,1,1.0,0,0.0,0,1,0,0,Trading & Exchanges,0,0,1,1,0
Utility-token,"TE-FOOD International GmbH, An der Technologiewerkstatt 1, 72461 Albstadt, Germany",3,0,0,13.043478012084961,0,ERC-20,1,1,1,0,0.0,2018-02-22,0.043478261679410934,0,19.100000381469727,1,1,1,1,USD,1,2018-02-22,No,0,0,0,0,0,0,0,0,29.0,USD,0,1,0,TE-FOOD (TFD),Provenance & Notary,1,1,0,0,0,1,neutral,Germany,0.0,1,limited liability partnership,1,0,1,0,1,50.0,0,0xe5f166c0d8872b68790061317bb6cca04582c912,USD,0,0,1,No,1,0,1,0,1,1,1000000000.0,0,1,0.49,2018-03-22,0.0,1,1.0,0,0.0,1,1,0,0,Provenance & Notary,1,0,0,1,0
Utility-token,30 CECIL STREET #19-08 PRUDENTIAL TOWER SINGAPORE 049712,0,0,0,23.076923370361328,0,ERC-20,1,0,0,0,1.0,2017-12-30,0.0008846154087223113,1,25.0,0,1,0,21,USD,1,2017-12-10,No,0,0,0,0,0,0,0,0,63.0,USD,0,0,0,Telcoin,Payments,1,1,1,0,0,1,high,Singapore,-0.17669279873371124,0,joint-stock corporation,1,1,1,0,0,50.0,0,0x85e076361cc813a908ff672f9bad1541474402b2,USD,0,1,1,No,1,0,1,0,0,0,100000000000.0,0,0,0.75,2018-02-10,10000000.0,1,1.0,0,0.0,0,1,0,0,Payments,1,1,1,1,0
Security,"TENX PTE. LTD., 8 Eu Tong Sen Street #24-89,90 The Central, Singapore 059818 ",2,0,0,16.66666603088379,0,ERC-20,1,1,0,1,0.0,2017-06-24,0.770714282989502,0,104.75,1,0,1,1,ETH,1,2017-06-24,Fenbushi Capital; Kenetic Capital,0,0,0,0,0,0,0,0,31.0,ETH,0,0,0,TenX,Payments,0,1,0,0,1,1,unknown,Singapore,0.0,1,joint-stock corporation,1,0,1,0,0,51.0,0,0xb97048628db6b661d4c2aa833e95dbe1a905b280,ETH,0,1,1,No,0,0,1,0,0,1,347870182.555781,1,1,0.39,2017-07-24,0.0,1,1.0,1,0.0,0,1,1,0,Payments,0,0,1,1,1
Utility-token,"555 Asylum Ave - #307, Hartford, CT 06105",2,0,0,0.0,0,ERC-20,1,0,0,0,1.0,2017-07-28,0.07244053483009338,0,25.354188919067383,1,1,1,2,tokens,1,2017-07-27,Blockchain Capital; Digital Currency Group,1,0,0,0,0,0,0,0,23.0,tokens,0,1,0,Tierion,Privacy & Security,1,0,0,1,1,1,high,United States,0.05008719116449356,0,joint-stock corporation,0,1,1,0,0,34.0,0,0x08f5a9235b08173b7569f83645d2c7fb55e8ccd8,tokens,0,1,1,No,0,0,1,0,0,1,1000000000.0,0,1,0.65,2017-08-18,0.0,1,1.0,1,0.0,0,1,0,1,Privacy & Security,1,0,0,1,0
Cryptocurrency,"Marconistraat 16 14e verdieping, 3029AK, Rotterdam",2,0,1,16.66666603088379,0,ERC-20,1,1,0,0,1.0,2017-10-18,0.22282736003398895,1,9.241964340209961,0,1,0,28,tokens,1,2017-09-21,No,0,0,0,0,0,0,0,0,28.0,tokens,0,0,1,TIES Network,Social Networks,0,0,0,0,0,1,unknown,Netherlands,0.43158361315727234,0,limited liability partnership,1,0,1,0,1,59.0,0,0x999967e2ec8a74b7c8e9db19e039d920b31d39d0,tokens,1,0,1,No,0,0,1,0,1,1,59251278.0,0,1,0.3,2017-10-18,0.0,1,1.0,0,0.0,0,1,0,1,Social Networks,0,0,1,1,1
Utility-token,unknown,1,0,0,10.0,0,ERC-20,1,1,1,0,0.0,2017-11-24,0.022558225318789482,1,14.399999618530273,0,1,1,17,ETH,1,2017-11-08,No,0,1,0,0,0,0,0,0,17.0,ETH,0,1,0,Time New Bank,Finance,1,1,0,0,1,0,high,Cayman Islands,0.10114651173353195,1,joint-stock corporation,1,1,1,0,0,25.0,0,0xf7920b0768ecb20a123fac32311d07d193381d6f,ETH,0,1,1,Everest;  Link VC,1,1,0,0,0,0,6000000000.0,0,0,0.63,2017-11-24,9498200.0,1,1.0,0,0.0,0,1,0,0,Finance,1,1,0,1,0
Security,"One St Peter's Square, Manchester, United Kingdom, M2 3DE",0,0,0,33.33333206176758,0,ERC-20,1,1,0,1,1.0,2017-05-02,0.5371328592300415,0,12.699999809265137,0,0,1,1,USD,1,2017-05-02,No,0,0,0,0,0,0,0,0,8.0,USD,0,0,0,TokenCard,Payments,0,0,0,0,0,1,unknown,United Kingdom,0.0,0,joint-stock corporation,0,0,1,0,0,29.0,0,0xaaaf91d9b90df800df4f55c205fd6989c977e73a,USD,0,1,0,No,0,0,1,0,0,1,39406760.0,0,0,0.4,2017-05-09,0.0,1,1.0,0,0.0,0,1,0,0,Payments,1,0,1,1,1
New Blockchain,TomoChain Pte. Ltd. 10 Anson Road #22-15 International Plaza Singapore 079903,0,0,0,0.0,0,ERC-20,1,1,1,0,1.0,2018-03-01,0.27256250381469727,1,8.367850303649902,0,0,1,1,tokens,1,2018-03-01,Signum Capital; Connect Capital; Coefficient Ventures,0,0,0,0,1,0,0,0,4.0,tokens,0,1,1,Tomocoin (TOMO),Blockchain Infrastructure,0,1,0,0,1,1,neutral,Singapore,0.0,1,joint-stock corporation,0,0,1,0,1,37.0,0,0x8b353021189375591723e7384262f45709a3c3dc,tokens,0,1,1,No,0,0,1,1,0,1,100000000.0,0,1,0.5,2018-03-04,0.0,1,1.0,1,0.0,0,1,0,1,Blockchain Infrastructure,1,0,0,1,0
Utility-token,"Piazza Santa Lucia 7, 6900 Massagno",0,0,0,33.33333206176758,0,ERC-20,1,1,0,0,1.0,2018-01-07,0.4738329350948334,1,42.46369934082031,0,1,0,33,USD,1,2017-12-06,No,0,0,0,0,0,0,0,0,33.0,USD,1,0,0,Trade Token,Trading & Exchanges,1,1,0,0,0,1,high,Switzerland,0.14233693480491638,1,joint-stock corporation,0,1,1,0,0,35.0,0,0x80bc5512561c7f85a3a9508c7df7901b370fa1df,USD,0,1,1,No,1,0,1,0,0,1,223534822.661022,0,0,0.45,2018-01-07,5000000.0,1,1.0,0,0.0,0,1,0,0,Trading & Exchanges,1,1,1,1,0
Cryptocurrency," TraDove, Inc., 1000 Elwell Court,  Palo Alto, CA 94303,  USA",8,0,0,23.076923370361328,1,ERC-20,1,1,0,0,0.0,2018-02-28,0.14153845608234406,1,52.0,1,1,1,28,USD,1,2018-02-01,No,1,0,0,0,0,0,1,0,28.0,USD,0,0,1,TraDove (BBC),Social Networks,0,1,0,1,0,1,high,United States,0.1256076842546463,1,joint-stock corporation,1,1,1,1,1,20.0,0,0xe7d3e4413e29ae35b0893140f4500965c74365e5,USD,1,1,1,No,1,0,1,0,0,0,1000000000.0,0,1,0.5,2018-02-28,0.0,1,1.0,0,0.0,0,1,0,0,Social Networks,1,0,1,0,0
Security,unknown,0,0,0,23.076923370361328,0,ERC-20,1,1,1,1,1.0,2017-07-27,0.9348686933517456,0,5.353042125701904,1,0,1,30,BTC,1,2017-06-28,Pantera Capital,0,0,1,0,1,0,0,0,30.0,BTC,0,0,0,TrueFlip,Gambling & Betting,0,1,0,0,1,0,neutral,Costa Rica,0.03697694092988968,1,limited liability partnership,1,0,1,0,1,34.0,1,0xa7f976c360ebbed4465c2855684d1aae5271efa9,BTC,0,0,0,No,1,0,1,0,1,1,8924667.57,0,1,0.3,2017-07-27,0.0,1,1.0,1,0.0,0,1,0,1,Gambling & Betting,1,0,1,1,0
Utility-token,"Clarendon House, 2 Church Street, Hamilton",3,0,0,0.0,0,ERC-20,1,0,1,0,1.0,2017-10-22,0.34116628766059875,0,48.30329513549805,1,1,0,31,ETH,1,2017-09-22,Blockchain Capital; Alphabit; Pantera Capital,0,1,0,1,0,0,0,0,31.0,ETH,0,1,0,Unikoin Gold,Gambling & Betting,1,1,1,0,1,1,high,Bermuda,0.5037363767623901,0,joint-stock corporation,0,1,1,0,1,11.0,0,0x24692791bc444c5cd0b81e3cbcaba4b04acd1f3b,ETH,0,1,1,Draper Dragon; Rubicon Venture Capital; Advancit Capital; Indicator Ventures,1,1,0,0,0,1,1000000000.0,0,1,0.8,2017-10-22,15000000.0,1,1.0,1,0.0,0,1,0,0,Gambling & Betting,1,0,0,1,0
Cryptocurrency,unknown,3,0,0,92.22222137451172,0,ERC-20,1,1,0,0,0.0,2017-12-15,0.1387394815683365,1,18.934019088745117,1,0,0,61,USD,1,2017-10-16,No,0,1,1,0,0,0,0,0,61.0,USD,0,0,1,Uptoken,Payments,0,0,0,0,0,0,high,Cayman Islands,1.1290087699890137,0,joint-stock corporation,0,1,1,0,1,13.0,0,0x6ba460ab75cd2c56343b3517ffeba60748654d26,USD,1,1,1,No,1,0,1,0,0,1,10000000000.0,0,1,0.2,2017-12-15,10000000.0,1,1.0,0,0.0,0,1,0,0,Payments,0,1,1,1,0
Cryptocurrency,unknown,1,0,0,53.846153259277344,0,ERC-20,1,1,0,0,1.0,2017-11-20,0.05961538478732109,1,21.375,0,0,1,19,USD,1,2017-11-02,No,0,0,0,0,0,0,0,0,19.0,USD,1,0,1,UTRUST,Payments,0,1,0,0,0,0,high,Switzerland,0.1471501737833023,1,joint-stock corporation,0,1,1,0,0,38.0,0,0x70a72833d6bf7f508c8224ce59ea1ef3d0ea3a38,USD,1,1,1,No,0,0,1,0,0,1,500000000.0,0,0,0.15,2017-11-20,10000000.0,1,1.0,0,0.0,0,1,0,0,Payments,1,1,1,1,0
Utility-token,unknown,0,0,0,20.0,0,ERC-20,1,1,0,0,0.0,2017-05-26,4.763879776000977,0,0.0,0,0,0,32,tokens,1,2017-04-25,No,0,0,0,0,0,0,0,0,32.0,tokens,0,1,0,Veritaseum,Finance,1,0,0,0,0,0,unknown,United States,0.5540973544120789,0,limited liability partnership,0,0,1,0,0,0.0,0,0x8f3470a7388c05ee4e7af3d01d8c722b0ff52374,tokens,0,0,0,No,1,0,1,0,1,1,100000000.0,0,0,0.49,2017-05-26,0.0,1,1.0,0,0.0,0,1,1,0,Finance,0,0,0,1,1
Utility-token,"Vezt Inc, 12400 Ventura Blvd. #900, Los Angeles, CA 91604",0,0,0,58.82352828979492,0,ERC-20,1,0,0,0,1.0,2017-12-03,0.3499999940395355,1,1.6176772117614746,0,1,0,30,USD,1,2017-11-04,No,1,0,0,0,0,0,0,0,30.0,USD,0,0,0,Vezt,Art & Music,1,1,0,0,1,1,high,United States,0.4280868470668793,0,joint-stock corporation,1,1,1,1,0,21.0,0,0x9720b467a710382a232a32f540bdced7d662a10b,USD,0,1,1,Binary Capital; Global Trust Group,1,1,0,0,0,0,125000000.0,0,0,0.5,2017-12-03,0.0,1,1.0,0,0.0,0,1,0,0,Art & Music,0,0,1,1,0
Utility-token,"Letališka cesta 33F, 1000 Ljubljana",4,0,0,12.0,0,ERC-20,1,1,0,0,1.0,2017-09-03,0.08799999952316284,1,11.357142448425293,1,1,1,1,USD,1,2017-09-03,No,0,0,0,0,0,0,0,0,32.0,USD,0,1,0,Viberate,Art & Music,1,1,0,0,1,1,high,Slovenia,0.0,0,joint-stock corporation,1,1,1,1,1,34.0,0,0x2c974b2d0ba1716e644c1fc59982a89ddd2ff724,USD,0,1,1, ABC Accelerator,0,1,0,0,0,0,200000000.0,0,1,0.36,2017-10-04,1000000.0,1,1.0,0,0.0,0,1,0,0,Art & Music,0,1,0,1,0
Security,unknown,0,0,0,23.076923370361328,0,ERC-20,1,1,0,1,1.0,2016-12-12,0.05485992133617401,0,1.8317999839782715,1,0,0,28,ETH,1,2016-11-15,No,0,0,0,0,0,0,0,0,28.0,ETH,0,0,0,vSlice,Gambling & Betting,0,0,0,0,0,0,unknown,unknown,0.09186523407697678,0,unknown,1,0,1,0,1,6.0,0,0x5c543e7ae0a1104f78406c340e9c64fd9fce5170,ETH,0,0,1,No,0,0,1,0,0,1,33390496.0333756,0,1,0.0,2016-12-12,0.0,1,1.0,0,0.0,0,0,0,1,Gambling & Betting,0,0,1,1,1
Cryptocurrency,"WABI PROJECT PTE. LTC., 111 NORTH BRIDGE ROAD #08-18 PENINSULA PLAZA SINGAPORE 179098",4,0,0,0.0,1,ERC-20,1,0,1,0,0.0,2018-01-28,0.25,1,11.800000190734863,1,0,0,62,tokens,1,2017-11-28,No,0,0,0,0,0,0,0,0,2.0,tokens,0,1,1,WaBi,Provenance & Notary,0,1,0,0,0,1,high,Singapore,0.15848997235298157,1,joint-stock corporation,1,1,1,0,0,40.0,0,0x286bda1413a2df81731d4930ce2f862a35a609fe,tokens,1,1,1,No,1,0,0,0,0,1,100000000.0,0,1,0.0900000000000001,2017-11-29,300000.0,1,1.0,0,0.35,0,1,1,0,Provenance & Notary,1,0,0,1,0
Utility-token,"OPSKINS, St Mary's, The Parade, Castletown, Isle of Man, IM9 1LG",2,0,0,50.0,0,ERC-20,1,1,1,0,0.0,2017-11-29,0.09454959630966187,1,68.4031982421875,0,1,1,15,tokens,0,2017-11-15,Pantera Capital; Kenetic Capital,0,1,0,0,0,0,0,0,15.0,tokens,0,0,0,WAX,Video Games & VR,1,1,0,0,1,1,unknown,Isle of Man,0.30138275027275085,0,unknown,1,0,1,0,0,44.0,0,0x39bb259f66e1c59d5abef88375979b4d20d98022,tokens,0,0,1,No,1,0,0,0,0,1,1850000000.0,0,0,0.6227567567567568,2017-11-29,7182336.0,1,1.0,1,0.0,0,0,0,0,Video Games & VR,1,0,1,1,1
